repo,owner,owner_type,hit_patterns,stars,forks,watchers,commits,contributors,top_contributors,release_downloads,pypi_package,pypi_downloads_month,open_issues,pull_requests,disk_kb,language,license,created,pushed,is_archived,is_fork,is_mirror,homepage,topics,description,status,fetched_at,uses_sdv,integration,evidence,sdv_component,use_case,industry,kind,summary,authors,confidence,needs
Aviroop07/Autonomous-Data-Architect,Aviroop07,User,gc,1,0,0,164,2,Aviroop07|claude,0,scribbledb,,0,3,21895,Python,,2026-03-03,2026-07-30,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
BetterCodeBetterScience/bettercode,BetterCodeBetterScience,Organization,gc|md|st,1,1,0,387,4,poldrack|yarikoptic|giorgioarcara|github-actions[bot],0,bettercode,,0,2,66013,Jupyter Notebook,MIT,2025-12-29,2026-07-08,False,False,False,https://bettercode-book.org/,,"Python repo for Better Code, Better Science",ok,2026-08-14,,,,,,,,,,,
CPasData/NovaPay_ML,CPasData,User,gc|md|st,1,0,0,75,4,PablodaCunha|CPasData|nadia0207|JuanAntoniomm,0,,,0,14,69238,Jupyter Notebook,,2026-05-21,2026-05-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
ChandrashekarCR/microbiome-forensic-tracker,ChandrashekarCR,User,req,1,0,0,488,2,ChandrashekarCR|Copilot,0,binp51,,0,2,32966,Python,MIT,2026-04-07,2026-08-13,False,False,False,,,"A forensic metagenomics platform predicting sample geolocation from microbiome composition. It uses a Snakemake bioinformatics pipeline, FastAPI for backend orchestration, and Ollama-powered RAG to profile environments based on detected species, mapping unique microbial signatures to specific geographical locations.",ok,2026-08-14,,,,,,,,,,,
Christopher-Win/Studiverse,Christopher-Win,User,req,1,0,1,36,2,Christopher-Win|Chris,0,,,0,0,28214,Python,,2024-08-21,2024-11-21,False,False,False,https://studiverse.vercel.app,,Studiverse App,ok,2026-08-14,,,,,,,,,,,
ClaudiaCastellano/Generazione-di-dati-sintetici-di-cybersecurity,ClaudiaCastellano,User,ct|ev|md|st,1,0,1,28,1,ClaudiaCastellano,0,,,0,0,7074,Python,,2023-09-12,2023-09-12,False,False,False,,,Script SDV per la generazione di dati sintetici a partire dal dataset NSL-KDD,ok,2026-08-14,,,,,,,,,,,
DAI-Lab/RP_Master_thesis,DAI-Lab,Organization,sm,1,0,2,2,1,RomainPalazzo,0,,,0,0,226,Jupyter Notebook,MIT,2022-08-23,2022-08-26,False,False,False,,,Code from the master thesis of Romain Palazzo,ok,2026-08-14,,,,,,,,,,,
DanteTrb/ParkinsonBiomech_XAI_GAN,DanteTrb,User,req,1,0,1,13,1,DanteTrb,0,,,0,0,3926,Jupyter Notebook,,2025-06-17,2025-08-08,False,False,False,,clustering|ctgan|hdbscan-clustering-algorithm|parkinson-diagnosis|parkinsons-disease|shap|wearable|wearable-devices|xai|biomechanics|explainable-ai|gait-analysis|generative-ai|parkinson-disease,Discovering biomechanical phenotypes in Parkinson’s disease using GANs and explainable AI,ok,2026-08-14,,,,,,,,,,,
Darmstadti-um/Architectural-GAN,Darmstadti-um,User,ev,1,1,1,35,2,Darmstadti-um|not-phoenix-w,0,,,0,1,808,Python,Apache-2.0,2024-06-08,2025-12-28,False,False,False,,,"GAN for generating 3D models in STL and M3d format. Input data format: XML file, DXF contours.  The repository contains source code, API code and request structure.",ok,2026-08-14,,,,,,,,,,,
Desh2000/y4-research-project,Desh2000,User,sm,1,0,0,175,4,Desh2000|MalshanD|dushanDhananjaya|CheharaWickaramasuriya,0,,,0,16,173513,Java,,2025-06-25,2026-02-26,False,False,False,,,"Manō  is a research-driven platform leveraging AI to deliver personalized, privacy-preserving mental health support through synthetic data generation, simulation, risk prediction, empathetic chatbots, and community clustering. This repository contains modular code, datasets, and documentation for a final-year project at SLIIT.",ok,2026-08-14,,,,,,,,,,,
DysCalc/DysCalc-ML-Development,DysCalc,Organization,ct|md|req|st,1,0,0,51,3,caineirb|angieostream|magneofico,0,,,0,5,77251,Jupyter Notebook,,2026-01-06,2026-06-29,False,False,False,,,ML development part for Dyscalc,ok,2026-08-14,,,,,,,,,,,
EAsyAnon/anonymization,EAsyAnon,Organization,gc|md|req|st,1,0,1,37,6,raufschlaeger|RAufschlaeger|WilhelmSebastian|Jakob|J4k3117,0,,,0,0,102,Jupyter Notebook,MIT,2023-10-25,2024-07-01,False,False,False,,,Implementation of best practice methods for data anonymization.,ok,2026-08-14,,,,,,,,,,,
Elliot1h/CTGAN-for-synthetic-data-generation,Elliot1h,User,rdt,1,0,1,18,1,Elliot1h,0,ctgan,,0,0,1507,Python,NOASSERTION,2023-03-07,2023-09-14,False,False,False,,,Codes for CTGAN with additional cyclical transformation of date features,ok,2026-08-14,,,,,,,,,,,
ExcellentDarkTea/Synthetic-Categorical-Data,ExcellentDarkTea,User,ct|gc|md|st,1,0,1,2,1,ExcellentDarkTea,0,,,0,0,210,Jupyter Notebook,,2025-04-11,2025-04-11,False,False,False,,,Generating Synthetic Categorical Data for Causal Modelling of Accessibility Barriers,ok,2026-08-14,,,,,,,,,,,
Faruman/FairDataScarcitySolutions,Faruman,User,ct|md|st,1,0,1,23,1,Faruman,0,,,0,0,6278,Python,,2024-06-03,2025-01-24,False,False,False,,,"This repository contains the online appendix for the paper ""Not enough Data to be Fair? Evaluating Fairness Implications of Data Scarcity Solutions"". It not only provides the python code for all experiments conducted in the fairness evaluation but also background for the taxonomy development and clustering.",ok,2026-08-14,,,,,,,,,,,
Faruman/SyntheticDataEcosystems,Faruman,User,ct|gc|hma|md|mt|par|rdt|req|st,1,0,1,13,1,Faruman,0,,,0,0,3203,Python,,2024-08-16,2025-03-12,False,False,False,,,"The following repository contains the online appendix for the paper ""FinDEx: A Synthetic Data Sharing Ecosystem"". It not only provides the Python code for all experiments conducted in the different design cycles but also the background for literature reviews and interviews.",ok,2026-08-14,,,,,,,,,,,
Frederico-lp/PCTGAN,Frederico-lp,User,ct,1,0,1,1,1,Frederico-lp,0,PCTGAN,,0,0,7,Python,MIT,2023-07-18,2023-07-18,False,False,False,,,PrivateCTGAN: Adapting GAN for Privacy-aware Tabular Data Sharing,ok,2026-08-14,,,,,,,,,,,
Froot-NetSys/PrvTel,Froot-NetSys,Organization,rdt,1,0,0,3,1,Kolleida,0,,,0,0,140,Python,,2026-02-23,2026-03-23,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
GGSimmons1992/5VfneekyeG9soDiV,GGSimmons1992,User,req,1,0,1,12,1,GGSimmons1992,0,,,0,0,81674,Jupyter Notebook,MIT,2023-12-15,2026-08-06,False,False,False,,,Potential Talents,ok,2026-08-14,,,,,,,,,,,
GGSimmons1992/D6QXn0bo7xiOzDDP,GGSimmons1992,User,req,1,0,1,36,1,GGSimmons1992,0,,,0,0,7882,Jupyter Notebook,MIT,2025-04-14,2026-05-11,False,False,False,,,Voice Cloning and Fake Audio Detection,ok,2026-08-14,,,,,,,,,,,
GGSimmons1992/EtnkSpVFpiZiP1zu,GGSimmons1992,User,req,1,0,1,29,1,GGSimmons1992,0,,,0,0,211983,Jupyter Notebook,MIT,2024-05-11,2025-08-04,False,False,False,,,MonReader,ok,2026-08-14,,,,,,,,,,,
GregTuz/some_hw,GregTuz,User,gc|md|req|st,1,0,1,18,1,GregTuz,0,,,0,5,3775,Jupyter Notebook,MIT,2024-09-21,2025-05-28,False,False,False,,,Реп для дз,ok,2026-08-14,,,,,,,,,,,
Hammad1029/ifttt-all,Hammad1029,User,gc|md,1,0,1,14,1,Hammad1029,0,,,0,0,7363,TypeScript,,2025-02-21,2025-12-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HaneenEzzat/Brain-Stroke-Data-Analysis,HaneenEzzat,User,gc|md|req|st,1,1,1,67,2,HaneenEzzat|MahmoudHousam,0,,,0,30,353,Python,MIT,2025-04-26,2025-05-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
HannaSaffi/ArtSphereWebApp,HannaSaffi,User,req,1,2,1,34,4,HannaSaffi|ybizualem|THEHULKISDABEST|kamillav,0,,,0,1,102546,Python,,2024-11-16,2024-11-18,False,False,False,,art|backend|css|flask-application|frontend|javascript|pandas|python|react|scraping-websites,"This project demonstrates the integration of API data handling, in-memory operations, CRUD functionality, and cart management for an art collection!",ok,2026-08-14,,,,,,,,,,,
Hariswar8018/Genuity-Competition-Submission,Hariswar8018,User,ct|gc|md|st,1,0,0,9,1,Hariswar8018,0,,,0,0,38,Jupyter Notebook,,2025-12-09,2025-12-09,False,False,False,,,Scored 6/50 in IIT guwahati sponspored Synethetic Data Challenge,ok,2026-08-14,,,,,,,,,,,
HarrisonBounds/ML-Research,HarrisonBounds,User,ct|ev|md|st,1,0,1,61,1,HarrisonBounds,0,,,0,0,124281,Python,,2023-10-12,2024-10-11,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Hosseinglm/SocialMedia_SentimentAnalysis,Hosseinglm,User,req|st,1,0,0,7,2,Hosseinglm|Hossein Golmohammad,0,,,0,0,21770,Jupyter Notebook,,2025-06-05,2025-09-05,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IDreamInSQL/data_privacy_resources,IDreamInSQL,User,ct|md|st,1,0,1,5,1,IDreamInSQL,0,,,0,0,26870,Jupyter Notebook,CC0-1.0,2024-09-03,2025-08-20,False,False,False,,,Data Privacy Presentation Resources,ok,2026-08-14,,,,,,,,,,,
ImJaeSung/Synthesizers,ImJaeSung,User,rdt,1,0,1,49,3,ImJaeSung|jaesung|통계데이터사이언스학과/임재성,0,,,0,0,15523,Python,,2024-08-04,2026-03-04,False,False,False,,generative-ai|synthetic-data|synthetic-dataset-generation|tabular-data,Implementations of various synthesizers with pytorch.,ok,2026-08-14,,,,,,,,,,,
InseeFrLab/synthetic-data-sdc,InseeFrLab,Organization,ct|ev|md|st,1,0,2,231,2,JulienHelfenstein|julienjamme,0,,,0,1,117530,HTML,,2024-03-01,2025-11-18,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
IsHaNinfo/Diabetic_Risk_Prediction_And_Recomandations_System,IsHaNinfo,User,req,1,1,1,81,3,IsHaNinfo|Aashani123|Kasuni23,0,,,0,22,103033,Jupyter Notebook,,2025-03-24,2025-08-07,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Kabe-Innovates/ImmunoGuard,Kabe-Innovates,User,req,1,2,0,15,1,Kabe-Innovates,0,,,0,0,5692,Jupyter Notebook,MIT,2025-10-11,2025-10-12,False,False,False,,,Early Risk Detection of Immune Deficiency in Children & Elderly using Hybrid ML + RAG AI,ok,2026-08-14,,,,,,,,,,,
Kang-ian/M2M-VAEGAN-IDS,Kang-ian,User,ct,1,0,1,3,1,Kang-ian,0,,,0,0,56,Python,,2025-04-28,2025-05-02,False,False,False,,,"The code for the paper ""M2M-VAEGAN-IDS""",ok,2026-08-14,,,,,,,,,,,
Kanishk1420/AI-Integration-in-Wearables-for-Clot-Monitoring,Kanishk1420,User,ct|ev|md|st,1,0,0,140,5,Kanishk1420|KingshukChatterjee007|Sushma1969|Azlan078|semgrep-bot,0,,,0,3,198920,HTML,ODbL-1.0,2025-09-11,2026-04-29,False,False,False,,ai|classification|machine-learning|xgboost|blood-cloths,Real-time monitoring using sensors already in your smartwatch AI-powered early detection hours before symptoms appear Personalized risk assessment based on your unique profile Preventive healthcare instead of reactive emergency treatment,ok,2026-08-14,,,,,,,,,,,
Kishankumar1328/Synthesis2,Kishankumar1328,User,ct|ev|gc|md|st,1,0,0,13,1,Kishankumar1328,0,,,0,0,1222,JavaScript,MIT,2026-02-13,2026-02-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
KrishVenky/SocieteGenerale_Hackathon,KrishVenky,User,req,1,0,0,11,1,KrishVenky,0,,,0,0,154,Python,,2026-06-12,2026-06-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
KwangSun-Ryu/VEDP-GAN,KwangSun-Ryu,User,ct|md|st,1,0,0,20,2,OREJH|OREYH,0,,,0,0,2079,Python,,2025-12-29,2026-06-10,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
LBolzani/synthetic-health-data-generator,LBolzani,User,req,1,14,4,194,16,LBolzani|NuriaQueralt|matuskalas|kchemorion|SergiAguilo,0,,,1,54,46797,Jupyter Notebook,,2022-11-08,2023-07-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Lrs50/projeto-redes-neurais,Lrs50,User,ct|ev|md|st,1,1,0,16,2,Lrs50|carloshendvpm,0,projeto-redes-neurais,,0,1,2246,Jupyter Notebook,,2026-06-20,2026-06-25,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Lyresh-hub/SynthCS,Lyresh-hub,User,ct|md|st,1,0,0,232,1,123456641,0,,,0,0,6017,TypeScript,,2026-05-01,2026-08-12,False,False,False,https://synth-cs.vercel.app,,Thesis first commit,ok,2026-08-14,,,,,,,,,,,
MRC-CSO-SPHSU/synthwave,MRC-CSO-SPHSU,Organization,ct|md|rdt|st,1,2,1,127,3,vkhodygo|dependabot[bot]|DesmondCampbell,0,synthwave,,15,86,2456,Python,AGPL-3.0,2022-10-26,2026-08-04,False,False,False,,,A standalone package that simulates population dynamics.,ok,2026-08-14,,,,,,,,,,,
MSKazemi/ExaMLOps,MSKazemi,User,ct|gc|md,1,0,0,25,1,MSKazemi,0,examlops-workspace,,0,0,4343,Python,,2026-06-24,2026-07-29,False,False,False,https://mskazemi.com,fastapi|hpc|langgraph|machine-learning|mlflow|mlops|model-registry|prefect|prometheus|python|ray-serve|slurm|eurohpc|grafana|ml-infrastructure|ml-platform|model-serving|platform-engineering|react|supercomputer,"End-to-end MLOps platform for HPC workload management — auto-discovery training pipelines (Prefect), Slurm job orchestration, MLflow model registry, Ray Serve multi-model serving, Prometheus/Grafana/Loki observability, a React 19 + FastAPI dashboard, and the `exa` platform CLI.",ok,2026-08-14,,,,,,,,,,,
MaastrichtU-CDS/AYA-synthetic-data,MaastrichtU-CDS,Organization,req,1,0,5,14,1,JHogenboom,0,,,0,3,590,Python,Apache-2.0,2023-11-16,2025-07-17,False,False,False,,healthcare|oncology|research-paper|synthetic-data|adolescents|young-adults|synthetic-data-vault,Research code for the investigation of the role of sample size in synthetic data generation.,ok,2026-08-14,,,,,,,,,,,
MaastrichtU-IDS/biohackathon_ontogan,MaastrichtU-IDS,Organization,ct|md|rdt,1,2,4,46,5,azzatha|THinnerichs|sunchang0124|Chang Sun|coolmaksat,0,,,0,2,10946,Python,,2023-01-19,2023-02-11,False,False,False,,,This repository is a workplace for Team Onto-GAN in Bio-Hackathon-Mena 2023 in KAUST (7-11 Feb 2023).,ok,2026-08-14,,,,,,,,,,,
Manuel-Materazzo/Blood-Glucose-Prediction,Manuel-Materazzo,User,gc|md|req|st,1,0,1,179,1,Manuel-Materazzo,0,,,0,40,1485,Python,MIT,2024-11-02,2026-08-14,False,False,False,https://blood-glucose-prediction-latest.onrender.com/docs,,"Leverage machine learning to forecast blood glucose levels an hour ahead, using historical data from T1D devices and smartwatches, to improve diabetes management.",ok,2026-08-14,,,,,,,,,,,
Manuel-Materazzo/Mental-Health,Manuel-Materazzo,User,gc|md|req|st,1,0,1,112,1,Manuel-Materazzo,0,,,0,15,6153,Python,MIT,2024-11-23,2026-08-14,False,False,False,https://mental-health-pk3l.onrender.com/docs,,Harness machine learning to identify individuals at risk of depression based on their responses to lifestyle and demographic factors.,ok,2026-08-14,,,,,,,,,,,
Manuel-Materazzo/Problematic-Internet-Use-Prediction,Manuel-Materazzo,User,gc|md|req|st,1,0,1,144,1,Manuel-Materazzo,0,,,0,10,2137,Python,MIT,2024-12-10,2026-08-14,False,False,False,https://problematic-internet-use-latest.onrender.com/docs,,"Implement machine learning models to predict the level of problematic internet usage exhibited by children and adolescents, based on their physical activity.",ok,2026-08-14,,,,,,,,,,,
Martinfacot/tVAE_Synth,Martinfacot,User,ev|md|req,1,0,1,22,1,Martinfacot,0,,,0,0,16361,Python,,2025-05-05,2025-05-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
MatteoGardusi/Project-FIA,MatteoGardusi,User,ct|md|st,1,0,1,29,3,MatteoGardusi|gabrielegiordano|danielemolino,0,,,0,0,50,Python,,2023-09-06,2023-09-17,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
MonishSoundarRaj/data_check_generator,MonishSoundarRaj,User,ct|ev|gc|md|st,1,0,1,54,1,MonishSoundarRaj,0,,,0,0,11657,Jupyter Notebook,,2023-11-01,2024-04-13,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Narvasiddhartha/Disaster-Tweet-Classification,Narvasiddhartha,User,req,1,0,1,5,2,Narvasiddhartha|NARVA SIDDHARTHA,0,,,0,0,84718,Python,,2024-05-04,2024-08-27,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
NenadBalaneskovic/ExternalProjects,NenadBalaneskovic,User,ct|md|req|st,1,0,1,791,1,NenadBalaneskovic,0,,,37,40,253028,Jupyter Notebook,MIT,2025-04-18,2026-08-14,False,False,False,,,This is a public folder containing some of my external Pythonic ML projects and analyses.,ok,2026-08-14,,,,,,,,,,,
Nissi-d/sentiment-analysis,Nissi-d,User,req,1,2,1,52,6,Nissi-d|SrutiElan|naomitzhao|ocrzjx24|Nissi-d,0,,,0,5,43871,Jupyter Notebook,,2025-05-13,2025-06-09,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Only-Mike/ADHD,Only-Mike,User,req,1,0,1,322,2,Only-Mike|snkrbr,0,,,0,0,17795,Jupyter Notebook,,2022-11-23,2023-01-06,False,False,False,,,M3 project,ok,2026-08-14,,,,,,,,,,,
OrcaDS/Data-001-Impact-of-Synthetic-Data-under-Data-Scarcity,OrcaDS,User,ct|gc|md|req|st,1,0,0,23,1,OrcaDS,0,data-001-synthetic-data-scarcity,,0,0,6470,Jupyter Notebook,MIT,2026-07-25,2026-07-28,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Pallavi-Bhardwaj/TabularQGAN,Pallavi-Bhardwaj,User,ct|ev|md,1,0,0,6,2,ldi18|cjones432,0,qugen,,0,0,1010,Jupyter Notebook,Apache-2.0,2026-05-26,2026-07-08,False,False,False,https://arxiv.org/abs/2505.22533,hybrid-models|machine-learning|qan|qgan|quantum-algorithms|quantum-computing|quantum-machine-learning|tabular-data,Code Release for TabularQGAN: A Quantum Generative Model for Tabular Data,ok,2026-08-14,,,,,,,,,,,
PansosPonso/RelPerformance,PansosPonso,User,ct|md|st,1,0,1,107,1,PansosPonso,0,,,0,0,190226,Python,MIT,2024-11-30,2025-01-31,False,False,False,,,The repository features a range of models designed to generate probabilistic forecasts within the framework of the M6 competition and includes a comprehensive evaluation framework to assess their performance.,ok,2026-08-14,,,,,,,,,,,
PasaLab/ShadowAQP,PasaLab,Organization,rdt,1,0,2,29,4,aibn|Eternity-AIBN|921238976@qq.com|RongGu,0,,,0,0,246487,Jupyter Notebook,,2022-01-29,2023-08-29,False,False,False,,,Efficient and Accurate Approximate Join Query Processing via Conditional Sample Data Generation and Size Allocation,ok,2026-08-14,,,,,,,,,,,
Patricia-A-Apellaniz/low_sample_data_generator,Patricia-A-Apellaniz,User,ct|md|req|st,1,0,1,10,1,Patricia-A-Apellaniz,0,,,0,0,386939,TeX,MIT,2024-05-21,2024-11-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Pranavaram/Xpl0r3rs-PRAGYAN-AI-Hackathon-2026,Pranavaram,User,ct|md|st,1,2,0,14,2,Hansika-hub|Pranavaram,0,,,0,0,6683,TypeScript,,2026-02-14,2026-02-15,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Praneshrajan137/ARGUS-Agentic-Graph-Forensics-for-Autonomous-AML-Investigation-SAR-Generation,Praneshrajan137,User,ct|gc|md|req|st,1,0,0,74,4,Pranesh|Praneshrajan137|praneshrajan07|devin-ai-integration[bot],0,,,0,7,754,Python,,2026-01-29,2026-06-08,False,False,False,,,"A distributed, adversarial agentic architecture for algorithmic AML compliance. It utilizes forensic graph reasoning to hunt financial crime topologies , specifically structuring and layering and generates ""Zero-Failure"" SAR narratives compliant with the Bank Secrecy Act",ok,2026-08-14,,,,,,,,,,,
PugtgYosuky/EDCA,PugtgYosuky,User,ct|gc,1,1,1,50,1,PugtgYosuky,0,,,0,1,13231,Jupyter Notebook,Apache-2.0,2025-01-14,2026-07-15,False,False,False,,automl|data-centric-ai|green-automl,Evolutionary Data-Centric AutoML Framework for Efficient Pipelines,ok,2026-08-14,,,,,,,,,,,
RasimMehdiyev/solitaire-cdss,RasimMehdiyev,User,ct,1,0,1,335,3,Penelope Rekkas|RasimMehdiyev|EC2 Default User,0,,,0,10,83827,JavaScript,,2024-07-03,2026-05-04,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
SAHI1KUMAR/Bank-Fraud-detection,SAHI1KUMAR,User,ct,1,0,1,2,1,SAHI1KUMAR,0,,,0,0,234,Jupyter Notebook,,2024-04-30,2024-11-25,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
SaraShimon/Tama,SaraShimon,User,ct|st,1,0,1,38,2,Sara Rozin|SaraShimon,0,,,0,0,22346,Jupyter Notebook,,2023-12-05,2025-05-21,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
SergioArroni/METIS,SergioArroni,User,ct|gc|md|st,1,0,0,11,2,SergioArroni|actions-user,0,metis-val,,0,0,2322,Python,MIT,2026-04-28,2026-06-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Shiyi-J/Taxi-Trajectories-with-GANs,Shiyi-J,User,ct,1,0,1,20,1,Shiyi-J,0,,,0,0,37,Python,,2020-07-02,2020-07-14,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Simi-Shrivastava11/tabddpm-hospital-readmission-prediction,Simi-Shrivastava11,User,req,1,0,0,15,3,Cobra-10|rohithreddymandla|Simi-Shrivastava11,0,,,0,0,3334,Jupyter Notebook,,2026-04-05,2026-04-12,False,False,False,,,Diffusion-based synthetic tabular data generation for hospital readmission prediction under class imbalance.,ok,2026-08-14,,,,,,,,,,,
Siong23/iot-digital-twin,Siong23,User,ct|md|st,1,0,1,272,3,JC Chong|iffathanafiah|Siong23,0,,,0,0,234394,Jupyter Notebook,,2025-04-11,2025-10-26,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
SkeiLeinux/synthetic_data_project,SkeiLeinux,User,ct|md|req|st,1,0,1,97,1,SkeiLeinux,0,,,0,4,4493,Python,,2025-04-05,2026-05-15,False,False,False,,,Магистерский выпускной проект по созданию синтетических данных,ok,2026-08-14,,,,,,,,,,,
SouhailBourhim/Moroccan_Prepaid_Churn_End_to_End_MLOps_Pipeline,SouhailBourhim,User,ct|md|st,1,0,0,39,1,SouhailBourhim,0,moroccan-churn,,0,6,5676,Jupyter Notebook,,2026-04-29,2026-05-26,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
Soumith5868/autoSynth,Soumith5868,User,ct|gc|md|st,1,0,0,9,1,Soumith5868,0,,,0,0,1845,Jupyter Notebook,,2025-06-07,2025-06-11,False,False,False,,,AutoSynth is a modern agentic Data generating tool,ok,2026-08-14,,,,,,,,,,,
StanfordCS194/spr26-Team-21,StanfordCS194,Organization,ct|gc|md|st,1,2,0,123,6,marcreniel|lea-m-hadzic|mstojkov2024|shanisu|thisisjoell,0,,,0,39,7449,Python,,2026-04-03,2026-06-11,False,False,False,,synthetic-dataset-generation,"Aperture by Team 21, CS 194 in Spring 2026.",ok,2026-08-14,,,,,,,,,,,
StfnKhn/SyntheticTrialData,StfnKhn,User,gc|md|par|sq|st,1,0,1,5,1,StfnKhn,0,synthetic-trial-data,,0,0,115,Python,MIT,2023-11-30,2023-12-02,False,False,False,,,A suite that supports the generation of synthetic clinical trial data,ok,2026-08-14,,,,,,,,,,,
Sunzhuofan-Apple/petpals,Sunzhuofan-Apple,User,req,1,0,1,141,4,miaoyyeah|Sunzhuofan-Apple|Qiqicoder|CharlesDaiii,0,,,0,0,15199,JavaScript,,2024-11-03,2024-11-23,False,False,False,,,,ok,2026-08-14,,,,,,,,,,,
